Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,75.73999786376953,75.73999786376953,75.73999786376953,75.73999786376953,72.93457794189453,0
2008-01-03,75.3499984741211,75.3499984741211,75.3499984741211,75.3499984741211,72.55902862548828,0
2008-01-04,74.4000015258789,74.4000015258789,74.4000015258789,74.4000015258789,71.64421844482422,0
2008-01-07,74.4800033569336,74.4800033569336,74.4800033569336,74.4800033569336,71.72125244140625,0
2008-01-08,74.80000305175781,74.80000305175781,74.80000305175781,74.80000305175781,72.02941131591797,0
2008-01-09,74.16000366210938,74.16000366210938,74.16000366210938,74.16000366210938,71.4131088256836,0
2008-01-10,73.48999786376953,73.48999786376953,73.48999786376953,73.48999786376953,70.7679214477539,0
2008-01-11,73.54000091552734,73.54000091552734,73.54000091552734,73.54000091552734,70.81607055664062,0
2008-01-14,73.66999816894531,73.66999816894531,73.66999816894531,73.66999816894531,70.94125366210938,0
2008-01-15,72.08999633789062,72.08999633789062,72.08999633789062,72.08999633789062,69.41976928710938,0
2008-01-16,71.19000244140625,71.19000244140625,71.19000244140625,71.19000244140625,68.5531234741211,0
2008-01-17,70.63999938964844,70.63999938964844,70.63999938964844,70.63999938964844,68.02348327636719,0
2008-01-18,69.69000244140625,69.69000244140625,69.69000244140625,69.69000244140625,67.10868072509766,0
2008-01-21,64.69999694824219,64.69999694824219,64.69999694824219,64.69999694824219,62.303497314453125,0
2008-01-22,64.5,64.5,64.5,64.5,62.11091232299805,0
2008-01-23,61.349998474121094,61.349998474121094,61.349998474121094,61.349998474121094,59.07758712768555,0
2008-01-24,64.98999786376953,64.98999786376953,64.98999786376953,64.98999786376953,62.582763671875,0
2008-01-25,64.94999694824219,64.94999694824219,64.94999694824219,64.94999694824219,62.544246673583984,0
2008-01-28,64.97000122070312,64.97000122070312,64.97000122070312,64.97000122070312,62.56350326538086,0
2008-01-29,65.66999816894531,65.66999816894531,65.66999816894531,65.66999816894531,63.23757553100586,0
2008-01-30,65.51000213623047,65.51000213623047,65.51000213623047,65.51000213623047,63.08350372314453,0
2008-01-31,65.27999877929688,65.27999877929688,65.27999877929688,65.27999877929688,62.86201858520508,0
2008-02-01,66.38999938964844,66.38999938964844,66.38999938964844,66.38999938964844,63.93091583251953,0
2008-02-04,66.69999694824219,66.69999694824219,66.69999694824219,66.69999694824219,64.22942352294922,0
2008-02-05,64.44999694824219,64.44999694824219,64.44999694824219,64.44999694824219,62.06275939941406,0
2008-02-06,65.23999786376953,65.23999786376953,65.23999786376953,65.23999786376953,62.82349395751953,0
2008-02-07,64.1500015258789,64.1500015258789,64.1500015258789,64.1500015258789,61.77387619018555,0
2008-02-08,64.47000122070312,64.47000122070312,64.47000122070312,64.47000122070312,62.08202362060547,0
2008-02-11,64.25,64.25,64.25,64.25,61.87017059326172,0
2008-02-12,66.37999725341797,66.37999725341797,66.37999725341797,66.37999725341797,63.92127227783203,0
2008-02-13,66.44000244140625,66.44000244140625,66.44000244140625,66.44000244140625,63.979061126708984,0
2008-02-14,66.33000183105469,66.33000183105469,66.33000183105469,66.33000183105469,63.87312316894531,0
2008-02-15,65.08999633789062,65.08999633789062,65.08999633789062,65.08999633789062,62.67905807495117,0
2008-02-18,66.37999725341797,66.37999725341797,66.37999725341797,66.37999725341797,63.92127227783203,0
2008-02-19,66.70999908447266,66.70999908447266,66.70999908447266,66.70999908447266,64.23905181884766,0
2008-02-20,65.7300033569336,65.7300033569336,65.7300033569336,65.7300033569336,63.29534912109375,0
2008-02-21,65.77999877929688,65.77999877929688,65.77999877929688,65.77999877929688,63.343502044677734,0
2008-02-22,64.83999633789062,64.83999633789062,64.83999633789062,64.83999633789062,62.438316345214844,0
2008-02-25,65.56999969482422,65.56999969482422,65.56999969482422,65.56999969482422,63.14128494262695,0
2008-02-26,66.55000305175781,66.55000305175781,66.55000305175781,66.55000305175781,64.08497619628906,0
2008-02-27,66.66999816894531,66.66999816894531,66.66999816894531,66.66999816894531,64.20053100585938,0
2008-02-28,65.37999725341797,65.37999725341797,65.37999725341797,65.37999725341797,62.958316802978516,0
2008-02-29,64.27999877929688,64.27999877929688,64.27999877929688,64.27999877929688,61.89906311035156,0
2008-03-03,63.72999954223633,63.72999954223633,63.72999954223633,63.72999954223633,61.36943054199219,0
2008-03-04,62.349998474121094,62.349998474121094,62.349998474121094,62.349998474121094,60.040550231933594,0
2008-03-05,63.66999816894531,63.66999816894531,63.66999816894531,63.66999816894531,61.3116569519043,0
2008-03-06,62.790000915527344,62.790000915527344,62.790000915527344,62.790000915527344,60.46425247192383,0
2008-03-07,62.04999923706055,62.04999923706055,62.04999923706055,62.04999923706055,59.75165939331055,0
2008-03-10,61.41999816894531,61.41999816894531,61.41999816894531,61.41999816894531,59.14499282836914,0
2008-03-11,62.150001525878906,62.150001525878906,62.150001525878906,62.150001525878906,59.847957611083984,0
2008-03-12,62.86000061035156,62.86000061035156,62.86000061035156,62.86000061035156,60.53166198730469,0
2008-03-13,61.91999816894531,61.91999816894531,61.91999816894531,61.91999816894531,59.6264762878418,0
2008-03-14,61.459999084472656,61.459999084472656,61.459999084472656,61.459999084472656,59.18351364135742,0
2008-03-17,58.88999938964844,58.88999938964844,58.88999938964844,58.88999938964844,56.70870590209961,0
2008-03-18,60.900001525878906,60.900001525878906,60.900001525878906,60.900001525878906,58.644256591796875,0
2008-03-19,60.599998474121094,60.599998474121094,60.599998474121094,60.599998474121094,58.35536575317383,0
2008-03-20,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,57.970184326171875,0
2008-03-25,62.150001525878906,62.150001525878906,62.150001525878906,62.150001525878906,59.847957611083984,0
2008-03-26,61.810001373291016,61.810001373291016,61.810001373291016,61.810001373291016,59.52055358886719,0
2008-03-27,62.65999984741211,62.65999984741211,62.65999984741211,62.65999984741211,60.33906555175781,0
2008-03-28,62.47999954223633,62.47999954223633,62.47999954223633,62.47999954223633,60.165733337402344,0
2008-03-31,62.25,62.25,62.25,62.25,59.94425582885742,0
2008-04-01,64.01000213623047,64.01000213623047,64.01000213623047,64.01000213623047,61.63906478881836,0
2008-04-02,64.55000305175781,64.55000305175781,64.55000305175781,64.55000305175781,62.1590690612793,0
2008-04-03,64.20999908447266,64.20999908447266,64.20999908447266,64.20999908447266,61.83165740966797,0
2008-04-04,64.41999816894531,64.41999816894531,64.41999816894531,64.41999816894531,62.033870697021484,0
2008-04-07,64.97000122070312,64.97000122070312,64.97000122070312,64.97000122070312,62.56350326538086,0
2008-04-08,64.5,64.5,64.5,64.5,62.11091232299805,0
2008-04-09,64.0199966430664,64.0199966430664,64.0199966430664,64.0199966430664,61.648685455322266,0
2008-04-10,63.86000061035156,63.86000061035156,63.86000061035156,63.86000061035156,61.49462127685547,0
2008-04-11,62.900001525878906,62.900001525878906,62.900001525878906,62.900001525878906,60.5701789855957,0
2008-04-14,62.43000030517578,62.43000030517578,62.43000030517578,62.43000030517578,60.117584228515625,0
2008-04-15,62.720001220703125,62.720001220703125,62.720001220703125,62.720001220703125,60.3968505859375,0
2008-04-16,63.84000015258789,63.84000015258789,63.84000015258789,63.84000015258789,61.4753532409668,0
2008-04-17,63.63999938964844,63.63999938964844,63.63999938964844,63.63999938964844,61.28276824951172,0
2008-04-18,65.18000030517578,65.18000030517578,65.18000030517578,65.18000030517578,62.76573181152344,0
2008-04-21,64.63999938964844,64.63999938964844,64.63999938964844,64.63999938964844,62.2457275390625,0
2008-04-22,64.08000183105469,64.08000183105469,64.08000183105469,64.08000183105469,61.70647430419922,0
2008-04-23,64.72000122070312,64.72000122070312,64.72000122070312,64.72000122070312,62.32276153564453,0
2008-04-24,64.97000122070312,64.97000122070312,64.97000122070312,64.97000122070312,62.56350326538086,0
2008-04-25,65.68000030517578,65.68000030517578,65.68000030517578,65.68000030517578,63.24720764160156,0
2008-04-28,65.95999908447266,65.95999908447266,65.95999908447266,65.95999908447266,63.51683044433594,0
2008-04-29,65.58000183105469,65.58000183105469,65.58000183105469,65.58000183105469,63.150917053222656,0
2008-04-30,66.18000030517578,66.18000030517578,66.18000030517578,66.18000030517578,63.728694915771484,0
2008-05-02,66.5999984741211,66.5999984741211,66.5999984741211,66.5999984741211,64.13312530517578,0
2008-05-05,66.68000030517578,66.68000030517578,66.68000030517578,66.68000030517578,64.21016693115234,0
2008-05-06,66.3499984741211,66.3499984741211,66.3499984741211,66.3499984741211,63.892398834228516,0
2008-05-07,66.91000366210938,66.91000366210938,66.91000366210938,66.91000366210938,64.43164825439453,0
2008-05-08,66.87000274658203,66.87000274658203,66.87000274658203,66.87000274658203,64.39312744140625,0
2008-05-09,66.22000122070312,66.22000122070312,66.22000122070312,66.22000122070312,63.767208099365234,0
2008-05-12,66.52999877929688,66.52999877929688,66.52999877929688,66.52999877929688,64.06571960449219,0
2008-05-13,66.76000213623047,66.76000213623047,66.76000213623047,66.76000213623047,64.28720092773438,0
2008-05-14,66.9800033569336,66.9800033569336,66.9800033569336,66.9800033569336,64.4990463256836,0
2008-05-15,66.95999908447266,66.95999908447266,66.95999908447266,66.95999908447266,64.47978973388672,0
2008-05-16,67.66999816894531,67.66999816894531,67.66999816894531,67.66999816894531,65.16350555419922,0
2008-05-19,68.33000183105469,68.33000183105469,68.33000183105469,68.33000183105469,65.7990493774414,0
2008-05-20,67.30999755859375,67.30999755859375,67.30999755859375,67.30999755859375,64.81683349609375,0
2008-05-21,66.58000183105469,66.58000183105469,66.58000183105469,66.58000183105469,64.1138687133789,0
2008-05-22,66.8499984741211,66.8499984741211,66.8499984741211,66.8499984741211,64.37387084960938,0
2008-05-23,65.66000366210938,65.66000366210938,65.66000366210938,65.66000366210938,63.22794723510742,0
2008-05-26,65.75,65.75,65.75,65.75,63.314605712890625,0
2008-05-27,65.80000305175781,65.80000305175781,65.80000305175781,65.80000305175781,63.36276626586914,0
2008-05-28,66.51000213623047,66.51000213623047,66.51000213623047,66.51000213623047,64.04646301269531,0
2008-05-29,66.70999908447266,66.70999908447266,66.70999908447266,66.70999908447266,64.23905181884766,0
2008-05-30,67.0999984741211,67.0999984741211,67.0999984741211,67.0999984741211,64.6146011352539,0
2008-06-02,66.2699966430664,66.2699966430664,66.2699966430664,66.2699966430664,63.81534957885742,0
2008-06-03,66.37000274658203,66.37000274658203,66.37000274658203,66.37000274658203,63.91164779663086,0
2008-06-04,65.86000061035156,65.86000061035156,65.86000061035156,65.86000061035156,63.4205436706543,0
2008-06-05,65.63999938964844,65.63999938964844,65.63999938964844,65.63999938964844,63.20869064331055,0
2008-06-06,64.33000183105469,64.33000183105469,64.33000183105469,64.33000183105469,61.94721221923828,0
2008-06-09,64.44000244140625,64.44000244140625,64.44000244140625,64.44000244140625,62.05313491821289,0
2008-06-10,64.0199966430664,64.0199966430664,64.0199966430664,64.0199966430664,61.648685455322266,0
2008-06-11,62.880001068115234,62.880001068115234,62.880001068115234,62.880001068115234,60.55091857910156,0
2008-06-12,63.4900016784668,63.4900016784668,63.4900016784668,63.4900016784668,61.13832473754883,0
2008-06-13,63.970001220703125,63.970001220703125,63.970001220703125,63.970001220703125,61.60054397583008,0
2008-06-16,63.630001068115234,63.630001068115234,63.630001068115234,63.630001068115234,61.27313995361328,0
2008-06-17,64.26000213623047,64.26000213623047,64.26000213623047,64.26000213623047,61.87980651855469,0
2008-06-18,63.619998931884766,63.619998931884766,63.619998931884766,63.619998931884766,61.26350784301758,0
2008-06-19,63.54999923706055,63.54999923706055,63.54999923706055,63.54999923706055,61.196102142333984,0
2008-06-20,62.20000076293945,62.20000076293945,62.20000076293945,62.20000076293945,59.8961067199707,0
2008-06-23,62.29999923706055,62.29999923706055,62.29999923706055,62.29999923706055,59.992401123046875,0
2008-06-24,61.790000915527344,61.790000915527344,61.790000915527344,61.790000915527344,59.50129318237305,0
2008-06-25,62.56999969482422,62.56999969482422,62.56999969482422,62.56999969482422,60.25239944458008,0
2008-06-26,61.06999969482422,61.06999969482422,61.06999969482422,61.06999969482422,58.80796432495117,0
2008-06-27,60.709999084472656,60.709999084472656,60.709999084472656,60.709999084472656,58.46129608154297,0
2008-06-30,60.68000030517578,60.68000030517578,60.68000030517578,60.68000030517578,58.432403564453125,0
2008-07-01,59.709999084472656,59.709999084472656,59.709999084472656,59.709999084472656,57.49833297729492,0
2008-07-02,59.61000061035156,59.61000061035156,59.61000061035156,59.61000061035156,57.402034759521484,0
2008-07-03,60.06999969482422,60.06999969482422,60.06999969482422,60.06999969482422,57.84500503540039,0
2008-07-04,59.29999923706055,59.29999923706055,59.29999923706055,59.29999923706055,57.103519439697266,0
2008-07-07,60.459999084472656,60.459999084472656,60.459999084472656,60.459999084472656,58.22056198120117,0
2008-07-08,59.599998474121094,59.599998474121094,59.599998474121094,59.599998474121094,57.39240646362305,0
2008-07-09,60.380001068115234,60.380001068115234,60.380001068115234,60.380001068115234,58.14352035522461,0
2008-07-10,59.61000061035156,59.61000061035156,59.61000061035156,59.61000061035156,57.402034759521484,0
2008-07-11,58.16999816894531,58.16999816894531,58.16999816894531,58.16999816894531,56.015377044677734,0
2008-07-14,58.619998931884766,58.619998931884766,58.619998931884766,58.619998931884766,56.44871139526367,0
2008-07-15,57.4900016784668,57.4900016784668,57.4900016784668,57.4900016784668,55.36056900024414,0
2008-07-16,58.189998626708984,58.189998626708984,58.189998626708984,58.189998626708984,56.03463363647461,0
2008-07-17,59.290000915527344,59.290000915527344,59.290000915527344,59.290000915527344,57.093894958496094,0
2008-07-18,60.34000015258789,60.34000015258789,60.34000015258789,60.34000015258789,58.10500717163086,0
2008-07-21,60.7400016784668,60.7400016784668,60.7400016784668,60.7400016784668,58.49018096923828,0
2008-07-22,60.90999984741211,60.90999984741211,60.90999984741211,60.90999984741211,58.65388870239258,0
